               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.027613,            0.015331,           0.0072779,             0.98947,                   1,               0.995,              0.6355,            0.037131,            0.021415,           0.0050528,            0.005116,            0.005116,            0.005116
                  76,            0.027474,            0.014855,           0.0072476,             0.98647,                   1,               0.995,             0.61843,            0.038039,            0.021535,           0.0047233,             0.00505,             0.00505,             0.00505
                  77,            0.027069,            0.014551,           0.0070811,             0.99001,                   1,               0.995,             0.61698,            0.034465,            0.023053,           0.0045538,            0.004984,            0.004984,            0.004984
                  78,            0.027046,            0.014532,           0.0067452,             0.99187,                   1,               0.995,              0.6334,            0.034237,            0.019588,           0.0054347,            0.004918,            0.004918,            0.004918
                  79,            0.026678,            0.014241,           0.0069694,             0.93636,                   1,               0.995,             0.68392,            0.033288,            0.020333,           0.0093693,            0.004852,            0.004852,            0.004852
                  80,            0.026549,            0.014431,            0.006847,              0.9892,                   1,               0.995,             0.65075,            0.034617,            0.019248,            0.004356,            0.004786,            0.004786,            0.004786
                  81,            0.026252,            0.014189,           0.0069876,             0.96521,                   1,               0.995,             0.65075,            0.032969,             0.01655,           0.0086362,             0.00472,             0.00472,             0.00472
                  82,            0.026222,            0.014419,           0.0066082,             0.98808,                   1,               0.995,             0.71648,            0.032597,            0.018816,           0.0041377,            0.004654,            0.004654,            0.004654
                  83,               0.026,            0.013909,           0.0066994,              0.9916,                   1,               0.995,             0.68331,             0.03499,            0.020446,           0.0045245,            0.004588,            0.004588,            0.004588
                  84,            0.025737,            0.013746,           0.0065604,             0.99428,                   1,               0.995,             0.66529,            0.037102,            0.022409,           0.0046906,            0.004522,            0.004522,            0.004522
                  85,            0.026214,            0.014208,           0.0069043,             0.98704,                   1,               0.995,             0.61758,            0.040269,              0.0196,           0.0046116,            0.004456,            0.004456,            0.004456
                  86,            0.025778,            0.013833,           0.0067352,             0.98487,                   1,               0.995,             0.61843,            0.036443,            0.018509,           0.0045346,             0.00439,             0.00439,             0.00439
                  87,            0.025735,            0.014035,           0.0063973,             0.98547,                   1,               0.995,             0.65075,            0.033433,              0.0176,           0.0040725,            0.004324,            0.004324,            0.004324
                  88,            0.025935,            0.014289,           0.0066472,             0.99215,                   1,               0.995,              0.6516,            0.035271,            0.017851,           0.0047841,            0.004258,            0.004258,            0.004258
                  89,            0.025415,             0.01383,           0.0063891,             0.99303,             0.99955,               0.995,             0.68477,            0.033716,            0.017424,           0.0047884,            0.004192,            0.004192,            0.004192
                  90,            0.025498,            0.013776,           0.0064677,             0.99408,                   1,               0.995,             0.69917,             0.03281,            0.017326,           0.0047044,            0.004126,            0.004126,            0.004126
                  91,            0.024839,            0.013928,           0.0064856,             0.99343,             0.99956,               0.995,             0.61758,            0.033678,            0.016192,           0.0048744,             0.00406,             0.00406,             0.00406
                  92,             0.02557,            0.013586,           0.0068432,             0.99502,                   1,               0.995,             0.69973,            0.033242,            0.020339,           0.0036241,            0.003994,            0.003994,            0.003994
                  93,            0.025714,            0.014033,           0.0065757,             0.99085,                   1,               0.995,             0.68477,            0.033239,            0.019441,           0.0038764,            0.003928,            0.003928,            0.003928
                  94,            0.024982,             0.01377,            0.006551,             0.99667,                   1,               0.995,             0.71708,            0.032662,            0.018452,           0.0051532,            0.003862,            0.003862,            0.003862
                  95,            0.024695,            0.013654,           0.0065329,             0.99464,                   1,               0.995,               0.666,            0.033238,            0.017463,           0.0042679,            0.003796,            0.003796,            0.003796
                  96,            0.024659,            0.013758,           0.0063864,              0.9896,                   1,               0.995,              0.6656,            0.032207,            0.017398,           0.0044121,             0.00373,             0.00373,             0.00373
                  97,            0.024672,            0.013629,           0.0063726,              0.9907,                   1,               0.995,              0.6516,            0.033443,             0.01658,           0.0046172,            0.003664,            0.003664,            0.003664
                  98,            0.024117,            0.013025,           0.0062337,             0.99333,                   1,               0.995,             0.69973,            0.033565,            0.016477,           0.0044692,            0.003598,            0.003598,            0.003598
                  99,             0.02389,            0.013227,           0.0061613,             0.99828,                   1,               0.995,             0.68392,            0.032056,            0.017094,           0.0040867,            0.003532,            0.003532,            0.003532
                 100,            0.024295,            0.013552,           0.0064311,              0.9937,                   1,               0.995,             0.68331,            0.032798,            0.016918,           0.0041074,            0.003466,            0.003466,            0.003466
                 101,            0.024029,            0.013306,           0.0063147,             0.99077,                   1,               0.995,             0.68392,            0.033584,            0.017521,           0.0040563,              0.0034,              0.0034,              0.0034
                 102,            0.023465,            0.013078,           0.0061641,             0.99158,                   1,               0.995,             0.68392,            0.033571,            0.019265,           0.0036475,            0.003334,            0.003334,            0.003334
                 103,            0.023647,            0.012941,           0.0062074,             0.99767,                   1,               0.995,             0.68392,            0.032216,            0.017182,           0.0039457,            0.003268,            0.003268,            0.003268
                 104,             0.02433,            0.013628,           0.0065062,             0.99309,                   1,               0.995,             0.71648,            0.033963,            0.017251,           0.0039767,            0.003202,            0.003202,            0.003202
